Order_ID,Order_Date,Customer_ID,Product,Region,Quantity,Unit_Price,Payment_Method,Revenue,Profit,Customer_Satisfaction
10343,2025-12-09,1051,Smartphone,South,4,96535,Credit Card,386140,59672.61,2
10344,2025-12-10,1182,Headphones,West,5,47877,UPI,239385,57289.8,1
10345,2025-12-11,1008,Mouse,North,3,24054,Cash,72162,19807.83,5
10346,2025-12-12,1027,Smartphone,West,5,62991,Debit Card,314955,22371.86,3
10347,2025-12-13,1027,Tablet,North,2,56121,Cash,112242,16642.79,5
10348,2025-12-14,1021,Smartphone,East,4,58783,Cash,235132,17649.33,1
10349,2025-12-15,1030,Headphones,North,4,85640,Credit Card,342560,18548.98,5
10350,2025-12-16,1097,Smartphone,East,2,17423,Debit Card,34846,7506.86,1
10351,2025-12-17,1028,Headphones,West,2,48091,Cash,96182,19295.3,1
10352,2025-12-18,1111,Laptop,East,3,62761,Credit Card,188283,17087.58,5
10353,2025-12-19,1192,Smartwatch,West,4,54836,Cash,219344,23788.56,1
10354,2025-12-20,1197,Headphones,South,4,74583,Cash,298332,16684.8,2
10355,2025-12-21,1061,Headphones,South,3,61448,Credit Card,184344,47696.58,1
10356,2025-12-22,1048,Keyboard,South,1,33502,Credit Card,33502,9838.62,4
10357,2025-12-23,1147,Headphones,East,3,80598,Credit Card,241794,20278.03,1
10358,2025-12-24,1004,Headphones,South,5,73516,Debit Card,367580,39650.41,4
10359,2025-12-25,1035,Mouse,North,4,27172,Cash,108688,29030.82,1
10360,2025-12-26,1192,Smartwatch,West,2,4713,Credit Card,9426,2654.51,1
10361,2025-12-27,1049,Laptop,West,5,10793,UPI,53965,8359.55,5
10362,2025-12-28,1017,Tablet,North,4,56360,Cash,225440,14125.08,2
10363,2025-12-29,1172,Keyboard,East,3,63007,UPI,189021,11312.52,2
10364,2025-12-30,1158,Mouse,East,5,57634,Debit Card,288170,55757.28,3
10365,2025-12-31,1046,Monitor,West,4,2600,Credit Card,10400,1541.53,5
10366,2026-01-01,1117,Smartwatch,South,1,62497,UPI,62497,3572.52,5
10367,2026-01-02,1006,Laptop,East,1,28672,Debit Card,28672,5614.35,2
10368,2026-01-03,1099,Laptop,East,2,20632,Credit Card,41264,2179.8,5
10369,2026-01-04,1124,Monitor,North,4,18699,UPI,74796,18462.87,2
10370,2026-01-05,1037,Tablet,North,1,37109,UPI,37109,4698.3,5
10371,2026-01-06,1024,Headphones,South,3,43465,Debit Card,130395,7832.11,1
10372,2026-01-07,1093,Mouse,East,4,8516,Credit Card,34064,6713.61,2
10373,2026-01-08,1046,Smartphone,East,3,40279,Credit Card,120837,18055.6,2
10374,2026-01-09,1181,Keyboard,North,3,32381,UPI,97143,28506.62,4
10375,2026-01-10,1095,Smartphone,East,1,83094,UPI,83094,15459.61,5
10376,2026-01-11,1099,Monitor,West,4,24972,UPI,99888,11867.67,5
10377,2026-01-12,1188,Laptop,North,5,52313,Credit Card,261565,59469.34,2
10378,2026-01-13,1116,Tablet,South,1,36521,Debit Card,36521,4304.84,1
10379,2026-01-14,1191,Laptop,North,1,54631,Debit Card,54631,15081.48,1
10380,2026-01-15,1160,Keyboard,East,4,24587,Credit Card,98348,14130.69,1
10381,2026-01-16,1161,Laptop,South,4,13328,Cash,53312,9994.25,5
10382,2026-01-17,1067,Laptop,North,3,62110,Debit Card,186330,11672.32,4
10383,2026-01-18,1128,Keyboard,West,4,97164,UPI,388656,60836.44,2
10384,2026-01-19,1018,Mouse,West,3,1901,Cash,5703,1471.89,3
10385,2026-01-20,1025,Mouse,North,1,85679,Cash,85679,21540.75,4
10386,2026-01-21,1054,Keyboard,West,2,15693,Debit Card,31386,3329.42,3
10387,2026-01-22,1058,Tablet,West,5,92889,Cash,464445,49472.57,4
10388,2026-01-23,1067,Monitor,West,1,45364,Cash,45364,11537.26,1
10389,2026-01-24,1104,Smartwatch,South,4,20807,Debit Card,83228,23520.2,5
10390,2026-01-25,1174,Laptop,West,5,20111,Debit Card,100555,7425.0,3
10391,2026-01-26,1024,Tablet,West,2,44291,Cash,88582,14395.87,4
10392,2026-01-27,1114,Laptop,West,2,12450,UPI,24900,3345.65,5
10393,2026-01-28,1032,Smartwatch,South,3,76740,Credit Card,230220,61623.47,3
10394,2026-01-29,1175,Monitor,North,5,77903,Cash,389515,27609.3,2
10395,2026-01-30,1086,Mouse,East,3,3245,Cash,9735,1000.58,4
10396,2026-01-31,1151,Tablet,West,1,55743,UPI,55743,13273.36,2
10397,2026-02-01,1194,Headphones,North,5,4366,Cash,21830,1371.44,1
10398,2026-02-02,1127,Headphones,West,1,32745,Cash,32745,5669.27,2
10399,2026-02-03,1155,Smartwatch,South,3,45224,Credit Card,135672,21778.99,2
10400,2026-02-04,1130,Headphones,North,5,71854,Credit Card,359270,47998.58,4
10401,2026-02-05,1017,Mouse,South,3,51874,Credit Card,155622,23132.13,1
10402,2026-02-06,1104,Smartwatch,West,5,30616,Debit Card,153080,27934.83,2
10403,2026-02-07,1161,Mouse,West,3,81529,Debit Card,244587,22096.44,5
10404,2026-02-08,1137,Monitor,South,2,94074,Credit Card,188148,36312.37,3
10405,2026-02-09,1043,Laptop,East,3,20947,Credit Card,62841,15795.59,2
10406,2026-02-10,1176,Monitor,South,2,30931,Debit Card,61862,14849.37,1
10407,2026-02-11,1039,Monitor,West,3,18408,UPI,55224,4885.94,2
10408,2026-02-12,1170,Mouse,South,5,29836,Cash,149180,13025.26,3
10409,2026-02-13,1026,Smartwatch,East,5,41492,Cash,207460,24281.86,1
10410,2026-02-14,1099,Smartwatch,South,5,55850,Credit Card,279250,39170.03,4
10411,2026-02-15,1050,Headphones,East,4,70061,UPI,280244,42629.01,1
10412,2026-02-16,1153,Smartphone,East,1,52455,Debit Card,52455,11536.13,4
10413,2026-02-17,1152,Laptop,South,5,61740,Credit Card,308700,19809.31,1
10414,2026-02-18,1013,Mouse,South,2,20593,UPI,41186,2416.31,3
10415,2026-02-19,1060,Headphones,North,5,6655,UPI,33275,4923.96,3
10416,2026-02-20,1135,Tablet,West,4,47107,UPI,188428,42262.69,1
10417,2026-02-21,1057,Smartphone,East,2,33987,Debit Card,67974,6685.84,2
10418,2026-02-22,1036,Smartphone,North,4,56168,Debit Card,224672,47265.62,3
10419,2026-02-23,1173,Mouse,South,2,21463,Cash,42926,4934.65,4
10420,2026-02-24,1020,Keyboard,West,3,50624,Cash,151872,41236.52,4
10421,2026-02-25,1065,Laptop,North,1,53370,UPI,53370,14619.24,5
10422,2026-02-26,1008,Smartphone,East,1,57047,UPI,57047,7092.19,4
10423,2026-02-27,1144,Mouse,North,4,64610,Debit Card,258440,27781.9,5
10424,2026-02-28,1142,Mouse,East,1,54054,Cash,54054,8260.86,1
10425,2026-03-01,1115,Headphones,South,4,21436,UPI,85744,9443.24,1
10426,2026-03-02,1143,Tablet,West,4,4926,Cash,19704,4297.36,1
10427,2026-03-03,1092,Keyboard,West,4,89339,Cash,357356,91667.59,2
10428,2026-03-04,1098,Laptop,West,1,28106,UPI,28106,6134.78,2
10429,2026-03-05,1066,Smartwatch,South,4,48332,Debit Card,193328,49508.91,5
10430,2026-03-06,1032,Monitor,East,1,28651,UPI,28651,4276.11,4
10431,2026-03-07,1191,Tablet,South,4,79803,UPI,319212,28435.16,4
10432,2026-03-08,1086,Tablet,West,5,11808,Cash,59040,13844.16,1
10433,2026-03-09,1051,Headphones,South,4,63022,UPI,252088,35322.22,3
10434,2026-03-10,1153,Smartwatch,South,2,46171,Debit Card,92342,20113.72,2
10435,2026-03-11,1186,Smartphone,South,4,90806,UPI,363224,42737.29,2
10436,2026-03-12,1063,Smartphone,East,3,94608,Debit Card,283824,19954.93,1
10437,2026-03-13,1190,Headphones,North,4,2704,Debit Card,10816,3224.74,2
10438,2026-03-14,1125,Mouse,North,2,93269,Cash,186538,16611.28,1
10439,2026-03-15,1150,Smartphone,South,2,87765,Credit Card,175530,52150.88,5
10440,2026-03-16,1058,Keyboard,North,1,31631,Credit Card,31631,9309.64,4
10441,2026-03-17,1058,Laptop,North,5,52928,Cash,264640,65751.01,3
10442,2026-03-18,1086,Tablet,South,4,34370,UPI,137480,29538.37,4
10443,2026-03-19,1049,Tablet,South,1,49567,Cash,49567,9638.39,4
10444,2026-03-20,1180,Keyboard,West,5,59085,Debit Card,295425,78738.26,5
10445,2026-03-21,1170,Smartwatch,North,4,22107,Credit Card,88428,10820.04,2
10446,2026-03-22,1070,Smartphone,East,3,25468,Cash,76404,12753.38,3
10447,2026-03-23,1015,Tablet,South,4,99434,UPI,397736,81475.22,2
10448,2026-03-24,1054,Monitor,West,2,12408,Cash,24816,3791.83,4
10449,2026-03-25,1188,Smartwatch,East,2,26923,Credit Card,53846,8446.91,1
10450,2026-03-26,1101,Laptop,North,3,75207,Cash,225621,29910.84,4
10451,2026-03-27,1008,Laptop,West,1,78757,Cash,78757,15047.15,2
10452,2026-03-28,1053,Tablet,South,5,61715,Credit Card,308575,81045.26,4
10453,2026-03-29,1060,Headphones,East,4,56335,Debit Card,225340,22620.1,1
10454,2026-03-30,1108,Smartwatch,South,2,49929,Debit Card,99858,28320.55,5
10455,2026-03-31,1005,Tablet,North,1,82652,Credit Card,82652,18371.22,2
10456,2026-04-01,1103,Headphones,East,3,38958,Cash,116874,29898.51,4
10457,2026-04-02,1196,Tablet,North,2,46669,Credit Card,93338,17645.33,2
10458,2026-04-03,1006,Monitor,North,3,8159,Debit Card,24477,5993.91,5
10459,2026-04-04,1109,Smartwatch,West,4,61114,UPI,244456,13212.87,4
10460,2026-04-05,1116,Mouse,South,5,77740,Cash,388700,98961.12,4
10461,2026-04-06,1094,Laptop,East,2,33293,Debit Card,66586,3997.47,2
10462,2026-04-07,1047,Tablet,North,2,46973,Cash,93946,25598.25,2
10463,2026-04-08,1099,Monitor,North,4,97262,Credit Card,389048,115932.68,1
10464,2026-04-09,1055,Headphones,East,1,89888,UPI,89888,11102.68,5
10465,2026-04-10,1168,Headphones,North,5,98118,Credit Card,490590,50324.55,1
10466,2026-04-11,1052,Laptop,West,2,88830,UPI,177660,42876.61,4
10467,2026-04-12,1144,Keyboard,West,5,56251,Cash,281255,31853.98,2
10468,2026-04-13,1013,Tablet,West,2,79415,Cash,158830,42310.82,4
10469,2026-04-14,1114,Smartwatch,West,5,54754,Credit Card,273770,20727.3,4
10470,2026-04-15,1124,Smartphone,North,3,7506,UPI,22518,1834.96,3
10471,2026-04-16,1106,Headphones,East,2,74718,UPI,149436,44051.92,3
10472,2026-04-17,1158,Smartwatch,East,5,65844,Cash,329220,71921.31,4
10473,2026-04-18,1147,Smartwatch,East,1,34340,Credit Card,34340,8987.53,2
10474,2026-04-19,1145,Mouse,East,3,32930,UPI,98790,12949.62,4
10475,2026-04-20,1120,Smartwatch,South,3,23591,Cash,70773,15507.85,3
10476,2026-04-21,1063,Smartwatch,East,1,33483,Debit Card,33483,6648.4,2
10477,2026-04-22,1019,Mouse,South,5,24489,Credit Card,122445,24585.43,4
10478,2026-04-23,1092,Headphones,South,4,75951,Debit Card,303804,67029.22,5
10479,2026-04-24,1058,Smartwatch,West,1,19490,Credit Card,19490,3777.94,5
10480,2026-04-25,1183,Keyboard,South,5,90770,Cash,453850,71374.99,4
10481,2026-04-26,1090,Keyboard,North,1,80860,UPI,80860,9620.78,2
10482,2026-04-27,1117,Monitor,South,1,36581,UPI,36581,8857.92,4
10483,2026-04-28,1062,Mouse,West,2,11533,UPI,23066,2458.1,4
10484,2026-04-29,1023,Monitor,South,5,16741,Credit Card,83705,18673.63,3
10485,2026-04-30,1127,Mouse,North,4,6439,Cash,25756,2790.23,5
10486,2026-05-01,1137,Tablet,North,2,48062,Debit Card,96124,19833.51,3
10487,2026-05-02,1140,Tablet,North,1,35563,Cash,35563,8420.24,3
10488,2026-05-03,1129,Smartwatch,West,1,77221,Debit Card,77221,8083.38,4
10489,2026-05-04,1058,Smartphone,West,1,27545,Credit Card,27545,1790.03,3
10490,2026-05-05,1122,Tablet,East,5,45269,Credit Card,226345,18728.56,5
10491,2026-05-06,1001,Smartphone,West,5,47618,Debit Card,238090,47974.95,3
10492,2026-05-07,1034,Tablet,North,2,85203,Debit Card,170406,44707.99,5
10493,2026-05-08,1096,Laptop,North,4,22125,Debit Card,88500,5420.55,3
10494,2026-05-09,1126,Tablet,West,2,27576,Cash,55152,12880.08,5
10495,2026-05-10,1118,Monitor,South,3,65305,Debit Card,195915,26513.11,3
10496,2026-05-11,1048,Headphones,West,1,45105,Credit Card,45105,7651.26,3
10497,2026-05-12,1089,Smartwatch,West,1,85065,Credit Card,85065,24006.61,2
10498,2026-05-13,1117,Monitor,North,1,89009,UPI,89009,11837.56,5
10499,2026-05-14,1129,Headphones,East,2,39621,Debit Card,79242,13180.66,5
10500,2026-05-15,1016,Keyboard,North,2,65601,Cash,131202,7008.89,5
10501,2026-05-16,1189,Monitor,East,1,31933,Cash,31933,2248.07,1
10502,2026-05-17,1192,Keyboard,North,2,43809,Cash,87618,10045.22,3
10503,2026-05-18,1191,Smartphone,West,5,67968,UPI,339840,19358.33,5
10504,2026-05-19,1069,Smartphone,North,5,44754,Credit Card,223770,46509.21,1
10505,2026-05-20,1022,Laptop,North,2,67793,Cash,135586,21232.71,2
10506,2026-05-21,1093,Tablet,North,1,96758,Credit Card,96758,18097.26,5
10507,2026-05-22,1195,Monitor,West,2,38353,UPI,76706,7184.42,5
10508,2026-05-23,1076,Keyboard,West,2,38905,Debit Card,77810,9647.12,1
10509,2026-05-24,1154,Headphones,West,2,67152,Debit Card,134304,29003.77,3
10510,2026-05-25,1144,Smartphone,West,3,44027,Debit Card,132081,38478.59,2
10511,2026-05-26,1179,Tablet,East,5,77727,Cash,388635,24330.18,5
10512,2026-05-27,1086,Smartphone,East,4,992,Debit Card,3968,1081.66,3
10513,2026-05-28,1185,Headphones,South,4,93918,Cash,375672,72963.13,2
10514,2026-05-29,1029,Tablet,West,3,9311,UPI,27933,5334.64,4
10515,2026-05-30,1069,Tablet,East,2,93844,UPI,187688,32858.47,4
10516,2026-05-31,1047,Keyboard,North,3,24772,Cash,74316,5005.07,2
10517,2026-06-01,1094,Keyboard,West,3,94435,Credit Card,283305,20530.89,1
10518,2026-06-02,1190,Monitor,South,1,72510,Debit Card,72510,14518.53,2
10519,2026-06-03,1197,Monitor,South,5,92992,Debit Card,464960,62881.02,2
10520,2026-06-04,1144,Mouse,South,4,47653,Debit Card,190612,53241.18,1
10521,2026-06-05,1176,Smartwatch,North,2,54610,Cash,109220,16562.95,1
10522,2026-06-06,1085,Mouse,East,4,14479,UPI,57916,4970.37,3
10523,2026-06-07,1039,Laptop,North,4,28828,Debit Card,115312,26369.51,3
10524,2026-06-08,1100,Smartphone,West,5,13367,UPI,66835,8243.32,1
10525,2026-06-09,1033,Monitor,South,4,59734,Debit Card,238936,43335.24,4
10526,2026-06-10,1101,Keyboard,North,4,26351,Debit Card,105404,23658.79,4
10527,2026-06-11,1023,Headphones,North,3,31779,Cash,95337,26223.97,2
10528,2026-06-12,1010,Keyboard,East,5,96563,Credit Card,482815,119761.2,5
10529,2026-06-13,1069,Smartphone,East,1,73902,Cash,73902,16191.21,2
10530,2026-06-14,1100,Mouse,South,2,15949,Debit Card,31898,7014.63,2
10531,2026-06-15,1034,Keyboard,North,4,76721,Debit Card,306884,87916.48,5
10532,2026-06-16,1180,Smartwatch,North,2,89580,Credit Card,179160,22207.96,1
10533,2026-06-17,1138,Laptop,East,1,5951,UPI,5951,299.2,4
10534,2026-06-18,1147,Smartphone,North,2,87678,UPI,175356,20690.02,2
10535,2026-06-19,1186,Mouse,North,1,41816,Debit Card,41816,4368.64,5
10536,2026-06-20,1096,Smartwatch,North,3,63564,UPI,190692,41086.24,3
10537,2026-06-21,1001,Headphones,East,4,64261,Debit Card,257044,53575.14,2
10538,2026-06-22,1069,Mouse,South,1,39370,Credit Card,39370,7809.64,4
10539,2026-06-23,1004,Tablet,West,2,97066,Credit Card,194132,10494.94,1
10540,2026-06-24,1016,Smartwatch,South,4,31373,Debit Card,125492,29138.55,2
10541,2026-06-25,1024,Smartwatch,West,3,59127,Credit Card,177381,23216.09,2
10542,2026-06-26,1080,Laptop,North,4,66655,Cash,266620,57660.31,5
10543,2026-06-27,1002,Smartphone,South,1,99686,Cash,99686,18855.07,3
10544,2026-06-28,1128,Headphones,West,3,25872,Credit Card,77616,10531.15,3
10545,2026-06-29,1160,Laptop,East,2,4142,Debit Card,8284,692.91,1
10546,2026-06-30,1084,Mouse,East,3,28501,Debit Card,85503,6293.42,4
10547,2026-07-01,1152,Laptop,South,3,34564,Credit Card,103692,26740.05,1
10548,2026-07-02,1140,Smartwatch,South,5,95326,UPI,476630,133265.46,2
10549,2026-07-03,1178,Smartphone,North,3,14622,Cash,43866,9319.2,2
10550,2026-07-04,1163,Monitor,South,3,25320,UPI,75960,5762.21,3
10551,2026-07-05,1124,Laptop,North,4,68931,Debit Card,275724,41498.34,4
10552,2026-07-06,1033,Tablet,North,2,56245,Debit Card,112490,26124.09,5
10553,2026-07-07,1161,Laptop,East,4,50581,UPI,202324,49560.32,4
10554,2026-07-08,1189,Mouse,East,4,71402,Credit Card,285608,22721.45,2
10555,2026-07-09,1179,Mouse,West,1,9211,UPI,9211,460.62,5
10556,2026-07-10,1171,Headphones,East,4,85632,UPI,342528,78108.12,4
10557,2026-07-11,1101,Mouse,East,5,19293,Cash,96465,13423.01,4
10558,2026-07-12,1012,Keyboard,South,5,8699,Cash,43495,4941.92,5
10559,2026-07-13,1067,Smartphone,East,1,76753,UPI,76753,4085.13,2
10560,2026-07-14,1065,Smartphone,West,2,36691,UPI,73382,13581.16,4
10561,2026-07-15,1161,Monitor,South,2,10711,Debit Card,21422,5629.44,5
10562,2026-07-16,1168,Monitor,West,4,63569,Cash,254276,73589.49,2
10563,2026-07-17,1074,Smartphone,East,4,89396,Cash,357584,68454.54,5
10564,2026-07-18,1043,Tablet,West,4,57246,Debit Card,228984,40900.05,5
10565,2026-07-19,1044,Monitor,South,2,22042,Credit Card,44084,3141.61,4
10566,2026-07-20,1029,Headphones,North,3,31812,Cash,95436,17867.36,2
10567,2026-07-21,1141,Mouse,West,5,45742,Cash,228710,33161.75,4
10568,2026-07-22,1012,Smartphone,West,3,94283,Credit Card,282849,57074.35,1
10569,2026-07-23,1095,Smartwatch,South,3,88393,Cash,265179,39029.47,1
10570,2026-07-24,1046,Monitor,South,2,55888,Cash,111776,12303.72,2
10571,2026-07-25,1130,Smartphone,West,3,28191,Credit Card,84573,6236.52,5
10572,2026-07-26,1035,Keyboard,East,1,78460,Credit Card,78460,10100.13,4
10573,2026-07-27,1081,Laptop,West,4,84888,UPI,339552,25181.59,4
10574,2026-07-28,1090,Mouse,South,1,23101,Debit Card,23101,2176.67,2
10575,2026-07-29,1008,Smartphone,North,5,18520,Debit Card,92600,27486.83,2
10576,2026-07-30,1093,Laptop,North,4,8655,Credit Card,34620,5574.72,1
10577,2026-07-31,1154,Monitor,East,3,69619,Credit Card,208857,38214.14,3
10578,2026-08-01,1090,Laptop,West,5,81551,Cash,407755,109443.33,2
10579,2026-08-02,1162,Mouse,North,4,37277,UPI,149108,44567.22,3
10580,2026-08-03,1115,Smartphone,West,3,20210,UPI,60630,11863.99,2
10581,2026-08-04,1105,Keyboard,South,1,25032,Credit Card,25032,6336.06,5
10582,2026-08-05,1135,Tablet,North,4,19101,Cash,76404,10065.1,5
10583,2026-08-06,1196,Monitor,East,3,63727,Cash,191181,24172.16,1
10584,2026-08-07,1058,Smartphone,South,1,5467,Debit Card,5467,823.75,1
10585,2026-08-08,1114,Mouse,East,5,84789,Debit Card,423945,92473.77,3
10586,2026-08-09,1075,Monitor,South,5,20522,Cash,102610,22630.42,2
10587,2026-08-10,1157,Headphones,North,5,43963,Debit Card,219815,28314.34,4
10588,2026-08-11,1120,Laptop,East,5,75171,Credit Card,375855,31309.65,1
10589,2026-08-12,1164,Tablet,East,2,6222,Cash,12444,2589.58,4
10590,2026-08-13,1021,Mouse,South,4,27913,Debit Card,111652,9164.56,4
10591,2026-08-14,1164,Headphones,East,4,93272,UPI,373088,72611.55,2
10592,2026-08-15,1138,Smartwatch,South,2,81550,Cash,163100,36429.29,3
10593,2026-08-16,1101,Smartphone,South,3,86367,Cash,259101,58337.33,2
10594,2026-08-17,1152,Keyboard,South,3,84096,UPI,252288,60137.39,1
10595,2026-08-18,1192,Monitor,South,5,67232,Credit Card,336160,90163.11,4
10596,2026-08-19,1177,Laptop,North,1,12797,UPI,12797,2239.34,2
10597,2026-08-20,1099,Monitor,South,3,68823,Cash,206469,48016.9,2
10598,2026-08-21,1036,Tablet,West,1,24316,Credit Card,24316,4979.75,2
10599,2026-08-22,1096,Smartphone,East,4,41195,Debit Card,164780,15927.63,1
10600,2026-08-23,1152,Monitor,West,1,20202,Debit Card,20202,1139.85,3
10601,2026-08-24,1151,Laptop,North,4,25742,Debit Card,102968,12473.06,2
10602,2026-08-25,1190,Smartphone,West,2,56341,Cash,112682,18114.58,1
10603,2026-08-26,1037,Monitor,East,2,68212,UPI,136424,27868.22,4
10604,2026-08-27,1012,Keyboard,West,5,86163,Credit Card,430815,113084.56,5
10605,2026-08-28,1113,Mouse,North,3,93264,Debit Card,279792,27716.6,1
10606,2026-08-29,1183,Smartphone,South,5,54074,Credit Card,270370,22004.72,5
10607,2026-08-30,1013,Mouse,West,4,86244,Cash,344976,100343.16,2
10608,2026-08-31,1023,Smartwatch,North,5,28982,Debit Card,144910,11159.68,2
10609,2026-09-01,1099,Smartphone,North,1,9671,Cash,9671,1640.42,1
10610,2026-09-02,1105,Keyboard,East,4,99432,UPI,397728,78110.17,5
10611,2026-09-03,1030,Mouse,East,2,4196,Cash,8392,1555.4,2
10612,2026-09-04,1017,Headphones,West,3,20558,Cash,61674,4410.19,4
10613,2026-09-05,1113,Laptop,South,4,20813,UPI,83252,5349.5,3
10614,2026-09-06,1062,Headphones,North,4,19649,Credit Card,78596,6002.44,3
10615,2026-09-07,1084,Monitor,West,1,54021,UPI,54021,10609.56,2
10616,2026-09-08,1112,Keyboard,North,3,46240,UPI,138720,25813.88,5
10617,2026-09-09,1086,Headphones,North,2,5456,Cash,10912,1183.24,2
10618,2026-09-10,1141,Smartphone,South,4,76231,Credit Card,304924,63864.36,5
10619,2026-09-11,1187,Monitor,South,4,83112,Debit Card,332448,84779.85,4
10620,2026-09-12,1019,Monitor,West,1,67141,UPI,67141,4054.96,5
10621,2026-09-13,1177,Headphones,South,5,64311,Credit Card,321555,56121.79,2
10622,2026-09-14,1100,Smartwatch,South,2,52660,UPI,105320,23415.54,4
10623,2026-09-15,1140,Headphones,West,3,51813,UPI,155439,17576.73,1
10624,2026-09-16,1189,Smartwatch,South,4,63732,UPI,254928,32361.26,3
10625,2026-09-17,1147,Keyboard,East,4,15917,UPI,63668,12950.67,2
10626,2026-09-18,1076,Laptop,North,2,25229,Cash,50458,13849.9,2
10627,2026-09-19,1009,Headphones,North,5,30599,Credit Card,152995,38628.35,2
10628,2026-09-20,1199,Tablet,North,4,98634,Credit Card,394536,77243.27,4
10629,2026-09-21,1028,Smartwatch,North,2,30461,Credit Card,60922,14167.74,1
10630,2026-09-22,1128,Headphones,West,1,13102,UPI,13102,1850.08,5
10631,2026-09-23,1052,Mouse,North,5,9756,Cash,48780,10255.57,1
10632,2026-09-24,1083,Smartphone,North,3,86620,UPI,259860,43278.49,4
10633,2026-09-25,1111,Tablet,North,4,35181,UPI,140724,13718.34,2
10634,2026-09-26,1144,Tablet,North,2,91828,Credit Card,183656,41402.41,3
10635,2026-09-27,1117,Smartwatch,East,1,87940,UPI,87940,16630.88,2
10636,2026-09-28,1069,Mouse,North,3,65289,Debit Card,195867,27353.88,5
10637,2026-09-29,1099,Mouse,East,2,43861,UPI,87722,24372.22,3
10638,2026-09-30,1140,Monitor,West,2,65003,Debit Card,130006,7180.69,2
10639,2026-10-01,1025,Smartwatch,South,3,35040,UPI,105120,13554.52,3
10640,2026-10-02,1180,Laptop,North,1,27036,Cash,27036,1736.26,1
10641,2026-10-03,1123,Smartphone,South,1,85200,Cash,85200,20587.03,4
10642,2026-10-04,1053,Keyboard,South,5,63543,Credit Card,317715,71653.27,2
10643,2026-10-05,1151,Tablet,West,4,79032,UPI,316128,41993.83,5
10644,2026-10-06,1144,Keyboard,South,3,57075,Debit Card,171225,37483.85,1
10645,2026-10-07,1057,Headphones,East,3,3371,Debit Card,10113,1506.68,2
10646,2026-10-08,1039,Headphones,South,3,46502,UPI,139506,33350.79,1
10647,2026-10-09,1109,Keyboard,South,1,50312,Debit Card,50312,8228.32,5
10648,2026-10-10,1181,Headphones,South,4,23126,Cash,92504,14159.58,2
10649,2026-10-11,1042,Laptop,North,5,60479,Debit Card,302395,85784.16,5
10650,2026-10-12,1186,Mouse,North,2,76557,Credit Card,153114,17258.98,3
10651,2026-10-13,1167,Headphones,East,2,67168,Cash,134336,10761.9,5
10652,2026-10-14,1142,Monitor,East,3,99503,Cash,298509,58548.3,3
10653,2026-10-15,1122,Headphones,North,4,80570,Cash,322280,94212.26,2
10654,2026-10-16,1133,Smartphone,East,1,89890,UPI,89890,12985.49,3
10655,2026-10-17,1163,Laptop,North,4,43498,UPI,173992,11398.08,2
10656,2026-10-18,1075,Smartphone,West,4,64314,Cash,257256,34684.88,2
10657,2026-10-19,1146,Smartphone,South,1,46107,UPI,46107,8137.1,4
10658,2026-10-20,1076,Monitor,South,3,8312,Debit Card,24936,2256.23,2
10659,2026-10-21,1009,Laptop,East,4,62344,UPI,249376,53497.52,3
10660,2026-10-22,1074,Laptop,North,2,70593,UPI,141186,42276.36,4
10661,2026-10-23,1186,Smartwatch,North,1,2679,Cash,2679,436.5,4
10662,2026-10-24,1145,Laptop,East,5,44298,Credit Card,221490,30716.71,2
10663,2026-10-25,1007,Laptop,North,3,75101,Credit Card,225303,33835.11,5
10664,2026-10-26,1174,Laptop,West,1,8775,Credit Card,8775,691.35,5
10665,2026-10-27,1141,Monitor,South,5,51074,Debit Card,255370,69158.89,4
10666,2026-10-28,1168,Headphones,East,5,48357,UPI,241785,37163.91,2
10667,2026-10-29,1170,Smartwatch,East,4,21200,Credit Card,84800,12450.22,5
10668,2026-10-30,1137,Smartphone,North,4,39964,Cash,159856,34356.66,2
10669,2026-10-31,1178,Laptop,East,4,42851,Credit Card,171404,27511.77,2
10670,2026-11-01,1027,Tablet,West,1,93830,Credit Card,93830,19897.44,4
10671,2026-11-02,1122,Headphones,North,1,94819,UPI,94819,6197.52,4
10672,2026-11-03,1194,Headphones,North,3,83034,UPI,249102,63130.13,1
10673,2026-11-04,1005,Smartphone,North,4,14369,UPI,57476,16387.9,5
10674,2026-11-05,1029,Monitor,North,5,60815,Debit Card,304075,64522.08,5
10675,2026-11-06,1165,Keyboard,West,2,94188,Debit Card,188376,54373.13,5
10676,2026-11-07,1166,Keyboard,North,3,21454,Credit Card,64362,5654.72,3
10677,2026-11-08,1083,Headphones,East,1,32055,UPI,32055,5428.64,2
10678,2026-11-09,1136,Mouse,West,3,63853,Credit Card,191559,38398.32,4
10679,2026-11-10,1109,Mouse,South,3,82690,Cash,248070,48481.35,5
10680,2026-11-11,1065,Smartphone,South,3,45526,Cash,136578,20536.61,1
10681,2026-11-12,1086,Keyboard,East,3,47476,UPI,142428,19159.57,5
10682,2026-11-13,1145,Headphones,East,2,81078,UPI,162156,13249.12,2
10683,2026-11-14,1071,Monitor,West,4,92002,Cash,368008,54441.49,2
10684,2026-11-15,1045,Keyboard,South,5,45595,UPI,227975,20669.4,4
10685,2026-11-16,1132,Headphones,South,3,14770,Debit Card,44310,10350.44,3
10686,2026-11-17,1036,Headphones,South,3,31408,Debit Card,94224,9630.42,4
10687,2026-11-18,1070,Laptop,South,3,16023,UPI,48069,3107.24,5
